content,score,label_sentiment
untuk saat ini. Instagram oke lah,5,Positive
lumayan lama,3,Neutral
i like,5,Positive
sangat membantu,5,Positive
keren,5,Positive
bagus,5,Positive
thankyou Instagram :),5,Positive
baik,5,Positive
"Selama update selalu bisa, tapi entah kenapa sekarang tiba tiba fitur Notes malah lenyap",3,Neutral
sangat sesuai dengan yg diinginkan Fitur yg lengkap dan sangat bermanfaat,5,Positive
sangat sangat bagus dan keren banget,5,Positive
sangat menyenangkan memakai instagram untuk berbagi cerita dan mempublikasikan kegiatan yang positif,5,Positive
so good,5,Positive
bagusss bagetttttttttt,5,Positive
aku suka fyp ig,5,Positive
bagus si tp skrg skrg knp kalo mau tata letak ftonya tbtb miring,4,Positive
keren sih TPI agak lek dikit mohon di kembangkan lagi,5,Positive
sangat bagus,5,Positive
lebih privasi,5,Positive
aplikasi ini bagus,5,Positive
ok,5,Positive
lovee,5,Positive
RIP FEED1×1,1,Negative
bangus banget,5,Positive
"Instagram ini kenapa sih, aneh.. Aq punya 2 akun, akun lama ga bisa ditambahkan musik jika post foto.. Tapi akun satunya masih bisa.. Kenapa bisa ga sama gitu, padahl pake hp sama,e-mail jga sama.. Tolong jangan hilangkan tambahkan musik, di postingan foto.. Thx 🙏",4,Positive
Instagram buruk !,1,Negative
kebanyakan iklan slot monyet,1,Negative
bagus,4,Positive
keren,4,Positive
Aneh amat lu ig kok gua gak bisa ganti nama pengguna. Apalagi mau ganti nama 'rome' jadi 'shark' waktu itu bisa kok sekarang gak bisa lagi jir,1,Negative
kren,5,Positive
fitur note dihilangkan,1,Negative
Seneng banget sama kamu,5,Positive
aplikasinya sangat bagus saat meng edit video atau foto,5,Positive
"ig skrng udh bnyak berubah ya mau masuk aja harus paken email lerr""",1,Negative
bagus sekali,5,Positive
sangat bagus fitur nya 🙏,5,Positive
"aku susahhh daftar nyaa jngan ribet²yaa minn, semangat teruss minn",4,Positive
kenapa harus gak bisa liat akun orang yg di privasikan si,4,Positive
saat penginstalan lama terus,2,Negative
saya suka keren,5,Positive
mantap,5,Positive
keren,5,Positive
good,5,Positive
kenapa fitur catatan di hp saya hilang? tp dihp teman saya masih ada,2,Negative
apasehh ga jelas Ig nihh eror atau gmn akun Ig saya lama bgt loading saat mau masuk lagi udah pake email terus nomer hp tetap ga bisa Udha mau ganti password nya tetap aja ga bisaa sampe beberapa kali harus ganti sandi tetap ga bisa masuk minta tolong diperbaiki lagi,1,Negative
bagusss,5,Positive
Bagus tapi agak aneh..sih saat aku buka Instagram malahan gak bisa gerak dan gak bersuara aneh banget tolong di perbaiki lagi saat aku buka malahan ia keluar sendiri kok bisa,1,Negative
"sudah bagus, cuman ada bug ny, chat ny kadang menghilang, GK ada muncul, padahal ada yg ngechat, tapi GK masuk ke akun kita, tolong di perbaiki BUG ny",5,Positive
semoga lebih baik lagi kedepannya,5,Positive
menjanjikan,5,Positive
memudah kan mencari informasi,5,Positive
Kren sekli,5,Positive
"update nya ga bangetttt 😡😡, feed nya tolong di ganti jadi 1:1 lagi. saya jadi resah karna tampilan akun ig nya jadi jelek semenjak feed nya berubah jadi 4:3",1,Negative
"maaf bintang satu karna isi isinya mengandung konten seksual yg tdk baik, sebaiknya yang fost konten seksi seksi sebaiknya di blok ,",1,Negative
saya berikan 2 dulu,2,Negative
Good mantab,5,Positive
mantap,5,Positive
Instagram keren,5,Positive
sangat bagus cuman di pencarian video nya negatif,4,Positive
mantap fitur Instagram.,5,Positive
sangat baguss,5,Positive
👍,5,Positive
"ini kenapa sih ama IG, habis di perbarui kenapa malah jadi aneh sekarang??? pertama pengaturannya tiba-tiba sering berubah sendiri, kedua terlalu banyak ngabisin baterai ponsel, sering banget masuk notifikasi ""Instagram menghabiskan banyak daya dalam jumlah besar di latar belakang"", padahal dulu gak begitu, dulu biasa aja, tolong dong di perbaiki lagi, kalau bisa balikin lagi ke setelan yang dulu, kurang suka setelan yang sekarang",2,Negative
"makin di update makin jelek lama kelamaan fitur yang penting ilang contohnya note, feed yang menjadi panjang, tolong lah kembaliin ig yang dulu",2,Negative
kira puas karena saya tidak asal buka pasti ada ganti bahasa dan saya tidak bisah melihat catatan orang lain tolong di perbaikin,2,Negative
Semakin menambah inspirasi,5,Positive
keren,5,Positive
mantap,5,Positive
sangat bagus,5,Positive
Membantu Sebagai Katalog,5,Positive
"jelek bangetsih skarang sinyal IG padahal pake Telkomsel deh,jd kesel sumpah..😡",2,Negative
IG KU GA ISO DI BUKAKKKKK,3,Neutral
Kenapa pas live streaming atau gabung live slalu kluar sndiri. udh semingguan kek gni trus,3,Neutral
"Min tolongg dongg ini kenapa yaa aplikasi nya gabisa di buka? selalu kembali kembali & ada tulisan tutup aplikasi, trus waktu udh ku hapus aplikasi & udh login akun awalnya bisa,tapi agak nntii pasti seperti itu lagi, gabisa di buka,selalu keluar keluar lagi TOLONG DONG TEMEN TEMEN INI KENAPA YAAA🥹",1,Negative
good apk,5,Positive
membuat anda semakin terkenal,5,Positive
very good,5,Positive
the best sosmed,5,Positive
🔥,5,Positive
good,5,Positive
Bedain ya bisa ngebales hate komen sama ga bales hate komen terus di block....,4,Positive
nice story,3,Neutral
ya bagus aj,5,Positive
oke,5,Positive
sangat bagus,5,Positive
"kenapa setelah update notes ig di bagian direct messages jdi hilang, tolong di perbaiki bug nya",1,Negative
ok,5,Positive
bagus banget kak,5,Positive
"[UPDATE BUG] suka ngelag , reels yang keluar itu muluu kadang eror kadang ga ada suaranyaaa TOLONG DIPERBAIKI",1,Negative
"kok bagian orang tag kita foto/video, gak ada, ini gimana???",1,Negative
mamtap,5,Positive
"Minta upgrade berkali-kali itu sangat menyebalkan, ada saja yang tidak bisa digunakan setelah di upgrade dari menambahkan tulisan pada story mau diposting terjadi kesalahan sistem, lalu klik selengkapnya tidak bisa, klik terjemahan pada caption dan DM terjemahan juga tidak bisa muncul terjemahannya dan ketika sudah bisa semuanya sekarang minta upgrade lagi kemudian tidak ada tampilan halaman yang ditandai teman... Kenapa sekarang jadi seperti ini banyak bug... 🤦🏻‍♀️",1,Negative
good luck,5,Positive
"lemot, cacat, burik, lemot lemot gembel",1,Negative
tdk bisa download padahal jaringan bagus dan kuota jga banyak,1,Negative
bagus sekali,5,Positive
Kreatifitas Tanpa Batas,5,Positive
sering mengalami elor semoga diperbaiki LGI,5,Positive
Mantap,5,Positive
Bagussssaa,5,Positive
"saya pengen login ke akun saya tidak bisaaa , padahal kata sandi akun saya sudah benarr,tapi tulisannya kata sandi anda salah ,tapi saya coba di hp teman sayaa bisa, penyebab ,mohon jawab🙏🏻",1,Negative
menarik,4,Positive
"Please add reels history, the app sometimes automaticly refresh the page so i never found the reel again",5,Positive
pliss ukuran ig jangan dirubah lah pusing,3,Neutral
good,5,Positive
mantap,5,Positive
"ini kenapa si jelek banget banyak bug, tiba tiba ilang fitur catatannya, udh di unistal trs dwnld ulang ttep aja gabisa",1,Negative
sangat luar biasa 😍😍😍😍😍😍,5,Positive
ok,5,Positive
knp sy gbs buka aplikasi ini?,5,Positive
"terima kasih selama ini sudah membersamai saya instagram.... mengenalmu memberikan pelajaran dari banyak sudut pandang🥰lebih baik lagi ya kedepannya....aku titip semua kenangan itu padamu,jejak digital yang tidak akan hilang oleh waktu♥️",5,Positive
keren bngt,5,Positive
bagus banget,4,Positive
Menyenangkan,5,Positive
mantappp,5,Positive
doain biar bisa di monetisasi bro,5,Positive
nice,5,Positive
why I can't see my note?,2,Negative
tiap diinstal mulai restart sendiri terpaksa make versi web,1,Negative
Baik betul,5,Positive
siip,5,Positive
oke lah....,5,Positive
mantap,5,Positive
Efek Nya Bnyk Bngt Dan Luar Biasa,5,Positive
"Tolong tindak akun penipuan olshop di akun srthrift.crewneck, mereka sudah banyak menipu konsumen. Pihak Instagram tolong tindak, karena akan menyebabkan kerugian dimasa yg akan datang.",1,Negative
nice,5,Positive
aplikasi ini sangat membantu sekali,5,Positive
good,5,Positive
mantapppppp,5,Positive
Bagus bet lah,5,Positive
"KENAPA NOTES SAYA DI HILANGKAN?? PADAHAL SANGAT BERGUNA, SEMENTARA TEMAN' SAYA MASIH ADA",2,Negative
bagus banget rencomedet,5,Positive
lumayan buat hiburan malam,3,Neutral
Bagus bermanfaat sekali,5,Positive
Aplikasi nya keren,2,Negative
"sangat mengecewakan saat update, terjemahan di kolom komentarnya tidak berfungsi☹️ padahal versi yg lama sangat bagus.",1,Negative
IG byk membantu memberikan informasi yg kita butuhkan,5,Positive
bgus,3,Neutral
baguss banget,5,Positive
min tolong Ig saya bug catatan nya ilang tolong di perbaiki min,3,Neutral
bagus,5,Positive
saya suka aplikasi ini😉😍🫰🏼,5,Positive
"bagus sih, tapi kadang video reels nya nge lag sendiri padahal jaringan lancar aja",4,Positive
bagus,5,Positive
sangan puas,5,Positive
oke,5,Positive
percuma downlowd klo gk bisa masuk ke aplikasi nya,1,Negative
good aplikaso,4,Positive
"makin di update bukan nya makin bagus malah makin jelek bnyak bug posting foto aj harus keluar""",1,Negative
pelayanan nya cepat bagus juga epek nya tapi kenapa ga bisa di buka,5,Positive
"mengapa komen harus dihapus?itu,banyak konten tentang perundungan,sara,hinaan.dibiarkan.aplikasi tak bermutu",1,Negative
Terbaik,4,Positive
good,5,Positive
"gara2 ig, gwa bisa bikin story dia di paling kiri...",4,Positive
ok mi,5,Positive
bguss,5,Positive
bagus,3,Neutral
saya sangat menyukai aplikasi Instagram ini,5,Positive
keren,5,Positive
setelah perbahrui aplikasi maken lemot,1,Negative
"BUG NOTE TIDAK MUNCUL, SAYA TIDAK BISA MELIHAT NOTE' TEMEN SAYA!!!",1,Negative
cukup bagus hhe,4,Positive
bgusssss,5,Positive
very good,5,Positive
kenapa akun saya di tangguh kan karena saya di anggap sebagai orang lain padahal akun saya yang pegang dan akun saya sendiri,1,Negative
woke,5,Positive
ya sangat penting,5,Positive
bgus,5,Positive
saya suka suka sama aplikasinya bagus bgt,5,Positive
jossss,5,Positive
mantap,5,Positive
AKUN GUA GABISA LOGIN MEMEEEKKKK METAAAAAAA,1,Negative
memuaskan,5,Positive
"UPDATE BUG....membuat aplikasi turun performa, sulit membuat digunakan",1,Negative
ok mantap,5,Positive
Bagus banget,5,Positive
mantap,5,Positive
mantap kali,5,Positive
"Aku cari filter ga ada Mulu dih , apk nya jelek ga kaya dulu",1,Negative
tidak tau apa apa secara tiba tiba akun terkena suspend,1,Negative
keren,5,Positive
"banyak bug, fitur catatan/notes gak muncul.",2,Negative
"males bgt ig bug, gabisa post foto, padahal sinyal bagus",2,Negative
"bug fitur catatan nya diperbaiki dulu, tiba tiba fitur catatan di dm ilang",2,Negative
sangat senang...,5,Positive
"kenapa fitur catatan selalu hilang, padahal jenis akun pribadi",1,Negative
memuaskan dengan apknya thanks apk Instragram 🙏,5,Positive
"catatan kenapa di hapus meta itu sangat berguna untuk saya ketika saya ingin menceritakan sesuatu lewat musik, kali ini saya sangat kecewa dengan update terbaru 😮‍💨",1,Negative
Berikan saya aplikasi ini saya mohon bisa digunakan dan tdk jadi sampa,5,Positive
minus poin,1,Negative
"aplikasi update terus, bagus juga tidak",1,Negative
bagus,5,Positive
oke,5,Positive
jelek,5,Positive
sudah bagus banget dan sempurna.tapi dia pakai iklan 😌,5,Positive
sangat bagus,5,Positive
suka banget sama ig tapi tolong di buat kan bisa slowmo in ya,5,Positive
ngak enak banget ya,2,Negative
"ngga bisa upload story, postingan.",1,Negative
sangat menarik dan unik,5,Positive
jelek,5,Positive
sangat membantu pengetahuan,4,Positive
sering pembaruan tp ga ada peningkatan,3,Neutral
aku seneng banget bisa bertemu teman,5,Positive
the best,5,Positive
👌,5,Positive
"kadang"" ngeleg ya palingan ga bisa di donlod lah",4,Positive
trimakasih jadi hari yg baik,5,Positive
"apaan dah mau daftar aja gak bisa , perbaiki lah",1,Negative
ᴬᵖˡⁱᵏᵃˢⁱⁿʸᵃ ˢᵃⁿᵍᵃᵗ ᴮᵃᵍᵘˢ👍🏻👍🏻,5,Positive
sangatt bgs,5,Positive
kenapa saat gw mau ikuti orang selalu ada peringatan,2,Negative
"sering bug, terkadang saat mau kirim pesan loading dulu dan baru terkirim saat sudah keluar dari aplikasi lalu masuk lagi, itu menyebalkan.",1,Negative
selalu ada bug catatan selalu hilang dan fitur Komen story tidak ada,2,Negative
Apk nya bagus cuma pas buat story resolusi fotonya jadi agak buram.,5,Positive
bagus,5,Positive
seru banget. jadi tau ig temen sekolah,5,Positive
ya bagus,5,Positive
terima kasih banyak buat instagram berguna buat saya buat jualan,5,Positive
di update malah suka force close,1,Negative
gooddd,5,Positive
nais,5,Positive
mantap..,5,Positive
"tolong lah instagram saya tiba tiba kaalian banned permanent ,apa salah saya ,sya gk ada melanggar komunitas kalian smpek facebook sy kena juga tolong lah aziman_26",1,Negative
byk foto dan video yg gak pantes akun Instagram tiba tiba hilang ga bs login padahal cuma komen doang,1,Negative
sangat membantu,5,Positive
tambahkan fitur ganti musik di postingan!!,2,Negative
keren,5,Positive
"knp fitur note nya dihilangin padahal berguna bgt, kalo diilangin jd sepi tolong balikin fitur tersebut pliisss.",1,Negative
👍,5,Positive
nice app,5,Positive
oke banget,5,Positive
Auuuuugh,4,Positive
bagus,5,Positive
sangat bagus sekali untuk saya,5,Positive
sangat lah bagus sekali,5,Positive
Baik sangat. Terimakasi,5,Positive
cuwan teruss dari Instagram terimakasih banyak ya🔥,5,Positive
banyak bug,4,Positive
"akun aku 4x di suspend padahal tidak melanggar apa apa dan banyak banget kenangan di sana, aku udah buat nyoba akun baru lagi belum 5 menit udah di suspend lagi sekarang jadi ga main ig karena sebenci itu",1,Negative
Nyeni maseh,5,Positive
mengapa catatan saya tidak muncul??,1,Negative
"tolong hapus dongg rekomendasi teman yang suka ada di barisan sg, ganggu banget seriusan",1,Negative
"tolong dong kenapa kalau saya mau update story gabisa mulu tulisan nya ""kesalahan"" padahal udh saya ulang berkali kali sama aja",3,Neutral
👌,5,Positive
bagus si bagus tpi pas dowload nya lama bngt ini dri sonoh nya atau emang HP sya lag ya bantu jawab makasih,4,Positive
mantappp,5,Positive
ig selalu jadi obatkuuu,5,Positive
"kenapa ya akhir"" ini ig eror, terutama punyaku, awal nya kemarin lusa ig ku gak napa"" besok nya kok fitur catatan ku hilang, aku gak hirau kemarin aku cek masih gak ada.. sampai hari inii, itu kenapa ya,padahal aku gak ngotak atik...tolong ya IG di perkuat lagi sistem nya.",4,Positive
bagus,5,Positive
Waaah keren,5,Positive
"Permisi, akun Instagram saya tidak bisa login ?! terus saya coba pake akun teman saya bisa login di aplikasi saya, terus sy coba verifikasi lewat email 'emailnya terganti dengan nomor telponya. Bagaimana itu ya? bisa dibantu ?",2,Negative
fitur catatan yang buat musik ilang padahal dulu ada tolong Segara perbaiki saya butuh banget ituu,1,Negative
My life,5,Positive
"min, coba bikinin ig pake streak dongg pasti rameee nanti. update selanjutnya gak usah diubah apapun smua udh bagus kok, cmn tambahin streak ajaaa ayoo lah min",5,Positive
bagus bgt,5,Positive
Saya sangat suka menggunakan instagram 😘,5,Positive
ok,4,Positive
sangatt membantuuu,4,Positive
amazing,5,Positive
kualitasnya bagus saya sukakkk!!.,5,Positive
mantap,5,Positive
👍,5,Positive
bagus aku bisa berkreasi pokoknya bagus deb best,5,Positive
Instagram sangat membantu kami dalam membangun brand usaha,5,Positive
"di perangkat aku,aku ga bisa update lagi mohon untuk bisa di uodate",2,Negative
"There is a bug when viewing the status of other people, it is not visible and makes people assume that the status post has been deleted even though it has not been deleted. Please fix this bug 😡😡",1,Negative
ini kenapa saya ga bisa buat aku. baru + gabisa ngubah sandi akun yg kita lupa sandinya makin lama makin ancur ini,1,Negative
cukup memuaskan dan menghibur,5,Positive
bagus,5,Positive
saya tidak bisa live,1,Negative
b k wizyskpsyay jd t jualan b wisu jd ji Hyun i ur HP ke hiyogi ya jkhi,5,Positive
Aplikasi nya bagus dan tingkat keamanannya juga lumayan lah,5,Positive
luar biasa,5,Positive
mantap,5,Positive
baguss karna ada filter nyaa,5,Positive
bgus bgt,5,Positive
Sangat suka fitur fitur nya😇,5,Positive
baguss,5,Positive
"saya kasih 2 bintang dulu. Soalnya habis update malah ngebug parah, tulisan font di aplikasinya berubah sendiri tidak sesuai font bawaan hp.",2,Negative
ig buriq bgt sk ngebug,1,Negative
aplikasi ini seru sekali,5,Positive
ngebug,3,Neutral
bisa buat berteman,5,Positive
Mantap,5,Positive
mantap,5,Positive
mines bikin story cm bole 15 detik ih..,1,Negative
"aku suka instagram, bisa ngepost foto dan mengikuti banyak artis dari luar negerii",5,Positive
biar bintang yg berkata 🥰😅,5,Positive
Versi sekarang sudah sangat baik dan okee menurut ku sih. jadi aku kasih bitang 5.,5,Positive
kenapa sih di instagram sekarang tidak bisa menambah kan foto sampul udah beberapa kali di coba masih sama aja tidak bisa menambahkan foto sampul di sorotan nya,1,Negative
cukup bagus,3,Neutral
aku kasih bintang lima yahhh,5,Positive
why? catatan di obrolan di hapus? WHYYYY???😐😐,3,Neutral
like 😊 sudah lama pakai ig dan menurutku bagus tidak banyak perubahan namun tetap tidak tertinggal.,5,Positive
keren,5,Positive
gak ada ulasan.dan cuma gini aja.,5,Positive
"ini instagram ngapa sih,gw udah laporin bug baik² bukannya difix malah nambah lagi masalah 1.musik profil tidak tersedia,dulu pernah bikin terus gabisa diganti sekarang karna fiturnya hilang 2.note musik,fiturnya baru aja hilang padahal saya suka nyari lagu disitu tolonglah pihak instagram,gua udh laporin bug berkali² dan banyak orang yang mengalami hal yg sama",1,Negative
fitur smua hilang,1,Negative
"ig i love i love.... sosmed yg sangat sangat seru please. cuma minus nya knp fitur catatan melayang di postingan di hilangin si? knp yg berguna dihilangkan sedangkan yg gak berguna di adain? 🫤 juga ya, tolong tanganin, aku setiap mau kasi org yg follow aku feedback 6 akun tuh selalu dibatasi, tolong hapus itu ya. susah banget kadang mereka marahmarah karena gak di follback, lagian kenapa harus dibatasi kan cuma follow. dah ya it aja",4,Positive
BERMASALAH TERUS G BISA BUAT AKUN BARUU,1,Negative
saya sangat puas telah memiliki aplikasi Instagram,1,Negative
terbaru,5,Positive
Alhamdulillah Instagram Jaya Dan Barokalloh Amiiin Allohumma Aamiiin 🤲🙂,5,Positive
sangat bagus 🙏,5,Positive
keren,5,Positive
mantap,5,Positive
"tandai orang pada postingan kenapa hilang tolong perbaikilah bug ini ,di update lagi malah nambah bug nya yang kemarin belum di perbaiki bug nya ini malah namabah bug satu lagi, bulatan akun yang aktif di bagian atas horizontal nya malah hilang jadi aku gak bisa lihat catatan temen aku perbaikilah ini semua",1,Negative
well..not bad,4,Positive
biang pokok namah🫰,5,Positive
ini kenapa fitur catatan di messenger instagram hilang ya? padahal itu berfungsi banget 😡😡😡,5,Positive
aplikasi nya bagus bgt,5,Positive
mencari cinta sejati,4,Positive
"jelek banget update terbarunya postingan sekarang nggak bisa di ubah background nya katanya stiker interaktif tidak bisa di timpa, jelek banget sumpah",1,Negative
sangat bagus dan menyenangkan,5,Positive
enak aja bagi saya tapi salah nya GK bisa cari kata kata untuk nyindir atau apa gituu,4,Positive
nice aplikasi,5,Positive
mantap bisa memperbanyak teman,5,Positive
sekarang udah lumayan oke update'annya saya suka tapi lebih dikembangkan lagi ya,4,Positive
good,5,Positive
baguss banget,5,Positive
bagus,5,Positive
terimakasih sangat membantu saya dalam ber kreatif dan seni ngonten,5,Positive
Makin Hari Makin Aneh Nih Aplikasi LAWAG Semua Fitur Di Hilangin Satu Persatu Awalnya Ada Ehh Malah Di Ilangin Pertama Fitur Catatan Di Rells 2.Catatan Di Chat Juga Ilang😂☝️ Apk Aneh,1,Negative
ko instagram aku ga bisa di komen pas masukin sg si,1,Negative
April 2025 masih Bug di Sony Xperia 1,2,Negative
"Tolong kembalikan filter story ig kayak dulu, karna ada bebera filter ig yg hilang 😭 padahal filternya bagus soft , buat rekam syuting tiap hari.. tapi mendadak ilang. Jadi gabisa rekaman lagi 😭🙏🏻",1,Negative
aplikasi yang sangat berguna,5,Positive
butut,1,Negative
"Menarik, seru dan menyenangkan.",5,Positive
Tidak memuaskan,5,Positive
bagus,5,Positive
keren gokil bagus sempurna mantap,5,Positive
bagus sekali,5,Positive
seru,5,Positive
"Pliss dong tambahin fitur yang bisa lihat siapa yang habis nge unfoll kita. supaya pas mau nge unfoll balik nya gak ribet lagi buat ngecek satu""",4,Positive
APLIKASI YG SANGAT MENARIK BAGI AKU,5,Positive
the best apk ever,5,Positive
bagus,5,Positive
bgus,5,Positive
sangat berguna untuk memperluas info dan berita kepublik ter up date,5,Positive
"ajukan banding terus padahal ga ada apa""",1,Negative
"ini salah satu platfrom yang aku pakai, aku suka fitur""nya",4,Positive
🥰🥰,5,Positive
"Ni Apk Ngapa dah, Gak bisa ngirim pesan. setiap ngirim pesan ada aja tanda Tidak Bisa Mengirimkan pesan. aneh",1,Negative
fitur catatan instagram ada yang eror apa ya? biasanya kemarin kemarin di bagian DM ada fitur nya entah apa itu namanya.. kenapa sekarang di akun instagram saya gak ada fitur itu ya?,1,Negative
"aplikasinya bagus banget , the best , saya sangat suka , thank you",5,Positive
bug,1,Negative
jelek dan banyak orang yang telanjang,1,Negative
salah satu apk yg sangat informatif dan bs d jadikan pilihan dalam menunjang penghasilan,5,Positive
👍🙏,5,Positive
catatan nya kenapa di hilangkan???? why was the note removed????,1,Negative
please kembalikan fitur catatan di reels😔,3,Neutral
"balikin fitur catatan di postingan sama diatasnya dm woi, siapa bilang ga diminatiii. Instagram jg sering ng bug...",1,Negative
ILOVE IG,5,Positive
lier,4,Positive
bagus,4,Positive
banyak fitur yang dihilangkan seperti catatan,4,Positive
ngapa fitur note di ilangin?? sering bngt saya pake itu pas di ilangin jd kaya apalahhh,4,Positive
Instagram tetap menjadi salah satu platform media sosial yang terbaik untuk berbagai foto video dan momen sehari hari.aplikasinya mudah di gunakan,5,Positive
Pokok nya bagus deh,5,Positive
thenks instagramm gara gara lu tmn gw banyakk,5,Positive
ini susah untuk membuat akun,1,Negative
Nice,5,Positive
bgus,5,Positive
mantulll kk,5,Positive
"tiba' fitur catatanya hilang, kok bisa sih?",1,Negative
sangat membantu,5,Positive
No good,5,Positive
bagus,5,Positive
kebanyak bug,2,Negative
money easy,5,Positive
payaah gabisa dibuka karena bug,1,Negative
sangat membantu good jobs Instagram Saya harap ada fitur fitur terbaru untuk lebih mempermudah pengguna . the best lah pokok 👍,5,Positive
terimakasih sudah menciptakan fitur reply story heuheu,5,Positive
semoga aku bisa menghasilkan cuan dr Instagram,4,Positive
sangat membantu bikin konten,5,Positive
bagussss bettt,5,Positive
medsos favorit,5,Positive
good,5,Positive
sangat suka,5,Positive
"saya hanya memoto jari tapi kena pelanggaran ketelanjangan, gimana nih ig tolong perbaiki cok!!",1,Negative
good,5,Positive
aplikasi nya baguss tapi aku agak susah bikin akun nya hehe,5,Positive
"somehow i accidentally broke this app and now the explore page doesn't show content based on what topics i've previously searched for.I have cleared the app cache, reset content preferences and reinstalled the app but it doesn't seem to work.",3,Neutral
mantap,5,Positive
kak ini gmn kok mau bikin story malah ada tulisan kesalahan gitu sih padahal sebelumnya bisa:),2,Negative
instragram saya ada masalah tapi tidak di tanggapi!!!,1,Negative
Videonya masa jd hijau Setngahnya layar,5,Positive
aplikasinya bagus,5,Positive
"gajelas ni aplikasi bikin ribut mulu, suka update2 sndiri waktu loginnya, pdhl gw dri kmren kaga online ig tapi pas dicek org online 1 jam yg lalu, gajelas",1,Negative
sangat baik,5,Positive
sangat bagus .,5,Positive
"woi ini kenapa gak bisa disroll kebawah padahal udah didownload ulang, benerinlah🗿",4,Positive
mantap,5,Positive
bgus,5,Positive
ga jelas tiba tiba dapat pemberitahuan akun gabisa dibuka,1,Negative
"knp fitur user online di page direct messengger dihilangkan sih padahal ngebantubbanget loh, kalo bisa kasih page sendiri lah buat mantau sapa aja yg lahi online kaya di fesbuk",2,Negative
Good,5,Positive
andaikan bisa sepertimu . semua nya oke deh .sangat menyenangkan apalagi tampilan selalu di perbarui. jadi makin semangat kalau udah scroll2 di ig,5,Positive
"boros baterai, hampir 50% baterai kemakan sama aplikasi ini",1,Negative
mantul,5,Positive
bisa ga kalo update jgn berlebihan?? risihhh,5,Positive
Setelah di update...malah suka lag tiba² gak ada muatan padahal sinyal Bagus dan restart2 trus hpnya,1,Negative
bgusssss apk nyaaaa tapi sayang boros kouta,5,Positive
"Aplikasi nya bagus dan seru juga,,, Mudahan2 ke depannya lagi ada yang baru dari Instagram 2026",5,Positive
mantaaaap sangat membatu,5,Positive
tabrak,5,Positive
bagus,5,Positive
THE BEST SOCIAL MEDIA!!! ❤️❤️❤️🤩,5,Positive
Ga terima di kasih ⭐️1 makanya makin sering minta di update 😏 bukannya makin bagus malah makin jelek!!,1,Negative
good,5,Positive
proses mudah,5,Positive
suka bnget pake Ig sosmed terfav,5,Positive
"Hello Instagram 😥 I make a story and then I delete it. After that I make a new story (I didn't delete it) but the stories that appear in the archive are the ones I've deleted. WHYY INSTAGRAM SOOO ANNOYING 😭😥😭😥😭😭😥 btw jelek, DM aku ga dibales winter jirr",4,Positive
Karena baguss,5,Positive
keren dan video harus fyppppinnnnn,5,Positive
kreen,5,Positive
memuaskan dan menemukan berbagai macam pengetahuan dan memberikan informasi mengenai apa yang terjadi di dalam kehidupan sehari-hari,5,Positive
mantap keren jasa makasih yaa instagrammm,5,Positive
"gasuka update instangram feeds fto ny pada dempet""an jdi ga rata dj sesuai",2,Negative
aplikasi bagus dan,5,Positive
"Dari bintang 5 menjadi bintang 1, karena tidak bisa lihat tanggal postingan. Tolong balikin agar bisa liat tanggal postingan",1,Negative
sangat cocok untuk Anda,5,Positive
baik,4,Positive
catatan nya ilang mulu trs banyak bug apalah meta ini,1,Negative
seru,4,Positive
nice app,5,Positive
"please dev ig, tolong perbaiki ig saya. give more security to users, my ig selalu disadap orang yg tk bertanggung jwb. pdhl udah I give extra security, but selalu berhasil disadap... tolong segera perbaiki, TKS.",4,Positive
Bagus bgtt,5,Positive
update sekarang cukup ringan,5,Positive
sangat mudah,5,Positive
cukup bersyukur,5,Positive
Ig mantap is thebest,5,Positive
ok,5,Positive
Mantap,5,Positive
mantap,4,Positive
"mohon maaf ini, kenapa fitur music note/catatan ga ada ya? apakah ada trouble? tolong kasii solusinya dongg, ga bisa ngode crushh ini :(",3,Neutral
Sangat bermanfaat,5,Positive
good,5,Positive
"hai, saya pengguna Instagram untuk itu saya minta fitur (tambahkan cerita) di kembalikan di update berikutnya, karna fitur tersebut memberi pengalaman baru & menarik bagi banyak pengguna Instagram tentunya, untuk saat ini saya beri 1* dan jika fitur (tambahkan cerita) kembali! saya akan beri 5* . terimakasih",1,Negative
ok banget,5,Positive
"Dulu di aplikasi Instagram saya ada fitur catatan (notes) di bagian feed dan reels, tapi setelah saya update aplikasinya, tiba-tiba fitur itu hilang. Padahal teman-teman saya masih punya fitur itu. Kenapa ya, Kak?",4,Positive
"Kenapa sih fitur notes di ilangin , padahal seru Lo bisa ngode seseorang lewat reels Ig 😭😭🙏🙏",5,Positive
"please have more ig notes, they are very important and useful. Thank You",2,Negative
Aku suka Instagram,5,Positive
"error terus ini gimana Instagram parah,udah diupdate malah gk bisa memuat kabar berita,kuota masih banyak,selalu muncul tulisan aneh,pdhl jarang buka Instagram,katanya sering ada aktifitas yg mencurigakan,aneh..posting juga jarang,...banyak bug nya,parahh tolong diperbaiki lah,",1,Negative
erorr mulu klo mau bkn status ig,5,Positive
"aku udah 4 kali unduh ni aplikasi, masalah nya suka ke uninstall sendiri tiba tiba gada gituu padahal ga ku un install tapi sama sendiri nya ke uninstall",4,Positive
Aplikasi T utk melihat promo di kartu telkomsel,4,Positive
ok mantapp,5,Positive
keren,5,Positive
